x,y,color
-2.3384174318060724,0.7804281990655094,o
-2.026381687178451,-1.0655957008932675,o
0.6298547232914029,1.215583818669566,o
0.9176347565695633,-0.4887359441574585,o
-2.6670071096339587,5.241972109374476,b
-1.9858465157149268,10.849826831777287,b
0.4576610368102596,16.296919137753527,b
4.287357113050219,19.6576568607301,b
4.3393912890455155,23.853175740456305,b
1.0000450976219906,26.084154508044904,b
-1.7149346508943355,24.67541008531613,b
-2.527643735768269,19.34015602983691,b
-5.311556019072684,13.706083152823647,b
-12.193639818736699,13.921112256353513,b
-15.750967318760546,17.402493467393555,b
-17.274625608871425,13.968836261089614,b
-17.979386915506634,9.11028985588433,b
-16.592255239972385,4.974809699948228,b
-13.552512458754823,1.0264302831113545,b
-9.31996943709943,-2.711961521092496,b
-5.687375819307442,-7.175011558826936,b
-5.43467107630278,-12.907695203637134,b
-6.270684639691902,-18.12830453557146,b
-4.893322933796256,-22.26633879434848,b
-1.5518177605833545,-23.526239206637012,b
3.5892351684674875,-22.34102739806867,b
8.723378407908477,-20.073734724001476,b
13.846511119576391,-18.22505992177006,b
19.65783847638416,-18.408427363614567,b
25.19105714311967,-21.38159333447077,b
25.896231592254853,-21.00967002212116,b
26.628549091684814,-14.742128174982135,b
27.415200948494295,-8.941924236775394,b
26.98108789945969,-4.830061105039394,b
24.297160572545295,-2.137934123529191,b
18.919164214397277,0.711001146047959,b
17.93147551460504,7.189924831750272,b
19.59513780190601,13.058539675971936,b
23.88637175466818,16.933981929569136,b
25.265625082765904,20.349616566562144,b
23.025894504110262,24.005035278630658,b
19.463072929382008,24.357112607874274,b
16.851847716872406,20.749491514139354,b
15.040668348565905,15.77460947469477,b
14.446407944135702,11.063937710726844,b
14.903920945274473,5.91230756184694,b
15.04998055723906,0.30201068048586943,b
13.469645672539665,-5.181337227746783,b
11.39407621346598,-10.04904794145525,b
7.567921394399988,-14.99312901860306,b
1.2027639636631453,-16.82640243780393,b
-1.0742590705768924,-10.882496903273449,b
-1.2756724559892805,-4.988842587582561,b
0.3329788841021699,5.251139300168516,y
0.9288263003034095,10.139416826524167,y
2.7792674969928424,14.39688138969732,y
6.815885172872222,18.043176804893925,y
7.115209079643684,24.991084169724108,y
1.306382596587968,29.06847307963328,y
-4.4616069370993605,25.88197187494535,y
-5.505213169830807,19.706325751873695,y
-6.932111353597975,16.23072182157243,y
-10.786277533810697,16.57051433964851,y
-15.249763333978896,20.360329596329535,y
-20.087588742569032,15.011543510732636,y
-20.967076735855596,8.838794851541335,y
-19.226947951245453,3.5400991656715135,y
-15.694790219452656,-1.0737235198324846,y
-11.3021298342186,-4.963858534743959,y
-8.419261970607074,-8.414688152272694,y
-8.382540206578739,-12.3508580723626,y
-9.270061292137289,-18.06715147542313,y
-7.224241762560995,-24.15494076769014,y
-1.5506380577869459,-26.52623897468722,y
4.629962278471803,-25.154723736073553,y
9.982793689448037,-22.79657756717561,y
14.48365076690748,-21.15662146296254,y
18.85566731588794,-21.29919221556433,y
23.646507704425744,-23.95343450986055,y
28.77910205002029,-21.83976515145474,y
29.61253886915245,-15.05165201569342,y
30.399751530889283,-9.245993013741655,y
29.77750226106009,-3.7437523467965823,y
25.039173759807106,0.7688538683838019,y
21.583580192079687,2.0897279129857336,y
20.92986867236587,7.0917491143194376,y
22.142752828345177,11.474349764041758,y
25.763964762217956,14.594186105570772,y
28.2556022056656,20.594640656268542,y
24.669566760491968,26.514684958088147,y
18.060903146732784,27.00926643083127,y
14.130804039143412,22.01278930321803,y
12.142186799030341,16.548434200974505,y
11.446514759452446,11.03862209319611,y
11.921872097612765,5.58461155918675,y
12.064684749552057,0.598673688976001,y
10.701691495868454,-4.024432013025886,y
8.65207556046791,-8.831906857209813,y
5.737590041757919,-12.616179894297819,y
2.2552483375064893,-14.017082832843403,y
1.925710611523792,-10.869009632359028,y
1.6951882666156994,-4.571725617317601,y
