x,y,color
-2.391044982590147,-0.3590208437272308,o
-2.460027567214835,-1.517825954651187,o
0.6067387183779717,-0.4743156060102011,o
0.5245436962470776,-1.8216916705807098,o
-2.5572749767734115,2.687148025845313,b
-3.2172955520681956,6.705027270220054,b
-3.636082894351251,10.959645642240687,b
-3.3524956418361267,15.576437548168476,b
-0.306354748754619,19.509242280854792,b
3.899546359683198,21.9045408533129,b
8.932846696292668,20.751932608054325,b
12.405382089803187,17.77823602274349,b
14.940438038576136,14.097795738470362,b
16.888114598489924,10.097291853527002,b
18.926681082402975,7.709734935128561,b
21.949925145999583,7.623688064160261,b
24.318162931589928,9.626981615901403,b
25.506358406862947,12.951521579623313,b
26.005304374999536,17.003873297515177,b
26.295615495767905,21.135567856897467,b
25.294523977943452,23.864315060118226,b
22.31308060218319,25.67521607879796,b
18.647301197589837,26.520995669362744,b
14.759555517899651,26.61611310967893,b
10.610195493716509,26.472093253104607,b
6.662047118034884,26.217612394456733,b
2.7658409036551284,25.33430099361479,b
-1.415419607601529,24.698140865383415,b
-4.565645683521487,23.353425841769617,b
-6.1369118475470135,20.72274862141995,b
-6.770269425588269,16.71715805722692,b
-7.56416813991826,12.554083130697572,b
-8.47629099522731,8.54256036417957,b
-9.444884701752459,4.465198045813226,b
-10.885464469987054,0.35218021330928306,b
-12.316763779592502,-3.2601953645173674,b
-12.195301166977279,-6.581383552653947,b
-10.125633861508609,-9.305549080346356,b
-7.398762712106462,-12.838422828516995,b
-5.038272533014212,-14.592744887802503,b
-0.9671977690063001,-15.272498855896583,b
2.221129058438707,-15.269653634867993,b
4.903996851100665,-13.03851039616432,b
7.786897576725313,-9.89393173553468,b
12.401173621701876,-7.691265908556997,b
17.28996982446062,-10.56565764718072,b
16.823583818699056,-16.100929937614527,b
13.708052991977182,-19.48733982213316,b
9.792073769259783,-21.824442522898003,b
6.532344287593323,-23.75570980638052,b
2.638333535453221,-26.11322128568908,b
-2.281490132077251,-26.274771051488326,b
-6.422123070475596,-24.981448646875716,b
-10.426731966952305,-23.57920376401894,b
-14.363164108699467,-21.102224617047902,b
-17.062211470011363,-17.29487827029316,b
-18.60707871488242,-13.1292091292349,b
-19.46767870784954,-8.907220896952275,b
-19.90999583954594,-4.6622809491869255,b
-19.993721734269645,-0.41249394158545793,b
-19.808361638652432,3.787296549197146,b
-19.445825282819786,7.964581197267355,b
-18.71632069794274,12.218382762299534,b
-17.98436784497442,16.148481827093217,b
-18.332591566240534,19.570350280790144,b
-20.03341794011409,23.002912466878648,b
-22.064285077330744,23.71882473536005,b
-24.015639049956018,21.838850012254394,b
-24.552563894889136,18.134396532336336,b
-24.67950212658135,13.768681459927695,b
-24.826166925752283,9.720227776541527,b
-24.784759266119256,5.780232619442732,b
-24.442916202509,1.7701265033339575,b
-23.80989749729726,-2.2336639542252272,b
-22.9197735294202,-6.178455624036046,b
-22.014181693331803,-10.265967825620653,b
-21.500092345314076,-14.64245589206575,b
-21.052339239723974,-18.56032505285988,b
-19.490634154602272,-21.312739410756098,b
-16.513496493226786,-24.112478031296295,b
-13.537184479340377,-27.377416594147917,b
-10.904784779410004,-29.32088901004829,b
-7.135449044652666,-30.020433847714994,b
-2.946332138077792,-30.777947536162163,b
