x,y,color
-1.8399911130667526,0.7363681979434409,o
-1.9084958694688459,-0.3226469660902616,o
1.1532113138507392,0.5345285796936039,o
1.0854934160088077,-0.5124578152138266,o
-1.5600558394661383,3.0998642793910207,b
-0.2901163751970388,5.901173603183916,b
1.9146322086007925,7.746448401007318,b
3.816996171425227,9.395552920399718,b
5.055756335960545,11.346269847242471,b
5.167526450888971,12.671680546359195,b
4.063804501125464,13.85498469733129,b
1.8853365863268028,15.22223550265864,b
-0.24314071617138433,16.297679624701644,b
-2.3898100224282084,16.946414009812187,b
-4.625733250315213,17.08022563602825,b
-6.54441467238018,16.57174801270233,b
-8.159652299532246,15.338635363528223,b
-9.53554302267579,13.472820030080587,b
-10.573690836540202,11.266095553780191,b
-11.192589768271619,8.964232953285963,b
-11.354790999682287,6.66143636068236,b
-11.033231797746875,4.433883576489529,b
-10.203024540815033,2.228580425189362,b
-9.123584525030079,-0.22566546177452318,b
-8.448232659095568,-3.0773680435735393,b
-8.644159852207123,-5.940349647585016,b
-9.126245040940635,-8.531236893907884,b
-9.321118546309451,-10.825128699929156,b
-8.908653772017274,-12.949860162379062,b
-7.911314197654235,-14.973558452916105,b
-6.460451501952541,-16.70223519624571,b
-4.664925119954714,-18.030235890941892,b
-2.571046078327911,-18.959558168996235,b
-0.23535640733483584,-19.483049959752826,b
2.219689344995564,-19.576651869818978,b
4.50681072161736,-19.183090044844285,b
6.344071518329095,-18.29036756780753,b
7.670291942200809,-16.84873618596153,b
8.724237805107908,-14.780557692776284,b
9.594606579855155,-12.3942757383168,b
10.34962876877857,-10.046251344428244,b
10.970972188728393,-7.719712757992513,b
11.449471680227035,-5.267897321878296,b
11.744233131481318,-2.628149651481122,b
11.475167380038116,-0.7226788354091229,b
10.4300341134915,-0.041894530425493626,b
9.010928301112223,-0.13199233879772398,b
8.409394700239266,-1.2666870026066424,b
7.57784612413077,-3.994722987638624,b
5.364077252105197,-6.908177136280181,b
1.8542073259837355,-8.009480571888826,b
-1.298793376616194,-6.215347464207959,b
-1.99780508337744,-2.9347386707232817,b
1.3831771959888013,2.5190206696244175,y
2.0206565589269108,3.987975117161049,y
3.6615810534125712,5.307561414365504,y
6.048971217570621,7.390986285592019,y
7.845032537580412,10.241761689247681,y
8.000772070780437,13.657945854157163,y
5.881188358632706,16.24184789292338,y
3.379961418770752,17.82340766348189,y
0.9244322954532689,19.06115085895138,y
-1.819648622696409,19.891735041254407,y
-4.84310433375838,20.072340241467476,y
-7.854207927018313,19.27071848866246,y
-10.313627408603372,17.426790345684008,y
-12.118082152516278,14.99941481680126,y
-13.383990661647402,12.315959779764887,y
-14.147023776057784,9.485116523420954,y
-14.353690280802631,6.580176889259719,y
-13.93916439392327,3.6885274559139303,y
-12.939066388374531,0.9981028722030402,y
-11.919860208768153,-1.3123311419794166,y
-11.440341729222999,-3.294815307205826,y
-11.60500357155133,-5.457230128604499,y
-12.082459965136525,-8.020557618861904,y
-12.319575701544187,-10.921329990053682,y
-11.753694639907302,-13.901565190229375,y
-10.432383593952029,-16.599660878672452,y
-8.526692666593892,-18.877240357053736,y
-6.182734706635231,-20.61794801917036,y
-3.5198664527124075,-21.805562367368555,y
-0.6373347924482521,-22.455996877863136,y
2.3782827960958515,-22.572456956480675,y
5.36498315849136,-22.057727425208938,y
8.087684698571547,-20.731640407472277,y
10.162151246845635,-18.5192562265043,y
11.495132964819188,-15.930401166423284,y
12.434136819982042,-13.362298473279644,y
13.223460780656394,-10.907116936437978,y
13.891307120507246,-8.406476098767337,y
14.41208709916273,-5.740030649958907,y
14.741340393447347,-2.759861686885986,y
14.185750745205763,0.5629096759258396,y
11.198636596722023,2.8579761947572475,y
7.497003449239866,2.4579944455089566,y
5.563146884433051,-0.3185976761092133,y
4.773117263700022,-2.9300652870292514,y
3.6477727055002784,-4.447628680487594,y
1.8491089036445885,-5.009484904210346,y
1.305101785413604,-4.725471635436376,y
1.0012051257780124,-2.857681773683699,y
