x,y,color
-1.6171975752096301,2.0108143355972636,o
-1.8674310865428292,0.10136947818579906,o
1.3681053519649558,1.7142229786718644,o
1.0928121640887758,-0.38541578976099206,o
-1.5895015591555846,5.897776922617517,b
-2.3957280707104296,10.495041943846172,b
-4.061052830447397,15.016958910037848,b
-6.837104437351743,18.409625929004477,b
-11.050382715590278,19.7995061151908,b
-15.444954865895054,19.655095587192054,b
-18.516081043791942,16.92309993266924,b
-20.055047767204588,12.656276986697003,b
-20.393787184989836,7.78680699859125,b
-20.24895504577455,2.7271811006307822,b
-20.36483307389473,-2.5401290140879085,b
-21.06643783473784,-7.734349810738952,b
-22.101211945883477,-12.794940090730417,b
-22.528865562941295,-17.48516651247188,b
-20.46883166624724,-20.51259867097874,b
-17.058359472072592,-20.333439544203813,b
-16.31784074113044,-16.764591351227526,b
-16.850534585445597,-11.611088431289762,b
-17.554946395309415,-6.641449397763283,b
-18.058844705805697,-1.412457090851599,b
-18.007027546827278,3.7513198581042966,b
-17.492227934741827,9.303030062560493,b
-12.243113209154737,13.189494286542722,b
-6.713450144501809,9.5918032277409,b
-7.082257859534821,3.610805650567822,b
-7.674735438614291,-1.3270958389330256,b
-8.152527271039617,-6.382855516814458,b
-8.238849798222999,-11.211617034049553,b
-6.762908297445391,-15.173630415322906,b
-3.1151677848744375,-16.150031612010658,b
1.3105019854362605,-15.158696069981762,b
5.457838713424989,-12.708942873042828,b
9.7570869187537,-9.882375243942109,b
13.625106092531238,-6.921418127942532,b
16.767278627192617,-3.3157579160013158,b
19.050791095165135,0.9311754290394513,b
20.827635554182113,5.585939174545477,b
22.13177873442562,10.355788060668925,b
22.723430187113568,15.145056289393144,b
22.03337557112132,19.686754991055107,b
19.638349246752075,21.569705961556693,b
18.441689653792423,18.176825134905854,b
17.202134718281407,13.269949987870985,b
15.677218957033308,8.338400527538877,b
14.00053907555747,3.4098609546327534,b
11.73637957771706,-1.418147704460404,b
8.556046841638368,-5.862703468683663,b
2.8075976659969153,-8.57543549748861,b
-2.2878817968451073,-4.899113416798855,b
1.4017560021473765,6.126639767893595,y
0.5135570901968586,11.227203027573417,y
-1.387392380395364,16.377671884117085,y
-5.108291221038692,20.861401788070985,y
-10.572457284316396,22.761192675605603,y
-16.417671991977347,22.493021131075512,y
-21.029047969984347,18.561696047599057,y
-23.006058839052454,13.196215551564626,y
-23.39378071688397,7.7805773442372645,y
-23.247763469582054,2.642635034482485,y
-23.355794565064187,-2.3074288672436043,y
-24.01758307569586,-7.195145056706843,y
-25.038663328981457,-12.185531055733591,y
-25.502598385253332,-17.88128909640783,y
-21.959912256154347,-23.11580413240553,y
-15.263232475790362,-22.737086578861508,y
-13.319803720997042,-16.656083167620697,y
-13.878115688081762,-11.205224046803554,y
-14.581053021063546,-6.246533965529332,y
-15.062734723155735,-1.2597319394676996,y
-15.01141302263276,3.5891667747698994,y
-14.555991690821621,8.687792937632734,y
-12.214983194326857,10.189626172397404,y
-9.595042332563592,8.757281531377465,y
-10.048909190697387,4.05687725839708,y
-10.658462353253029,-1.0150482482350793,y
-11.142732997829437,-6.140637203152267,y
-11.223955332022792,-11.510188553250337,y
-9.007183041500367,-17.164416911458787,y
-3.0560615365945325,-19.149449297397986,y
2.485365340119966,-17.919075771729577,y
7.136755528859904,-15.195152503554679,y
11.410463806070222,-12.385642083191877,y
15.647186995014826,-9.137538346660632,y
19.233417369520105,-5.0240201041888914,y
21.79655207806748,-0.27745876904164246,y
23.673116557067967,4.635550905354564,y
25.064283442117745,9.723003627102848,y
25.722927453432984,15.090136808857194,y
24.831039927343127,20.76984046779552,y
19.242535921316527,24.543479962957548,y
15.535275161041682,18.920299947074,y
14.308112865822759,14.060290115595633,y
12.827074123202706,9.274709464903431,y
11.188200172854014,4.4542506789889025,y
9.142000645185167,0.08823802118713664,y
6.344373262389087,-3.835759962107649,y
2.6505729032493233,-5.579547778650658,y
0.6746111479424478,-4.426212209268188,y
